model,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std
RandomForest_132f,0.9894898350594554,0.0015486481962551915,0.9912780191213384,0.001401276584918853
PCA60_SVM,0.9881089374760261,0.001974612608551402,0.989246187811009,0.0021257380377434623
