run_name,accuracy,macro_f1
mutual_info_k20,0.7832757959340237,0.7709209793334338
mutual_info_k40,0.8776371308016878,0.8739344562478528
mutual_info_k60,0.9313387034906022,0.9386933477643608
mutual_info_k80,0.9662447257383966,0.9702011797895157
mutual_info_k100,0.9792865362485615,0.9828236637703714
