run_name,accuracy,macro_f1
anova_k20,0.7871116225546605,0.7668113183967662
anova_k40,0.8895281933256617,0.8951942617557137
anova_k60,0.934023782125048,0.9406339597640574
anova_k80,0.9689298043728424,0.9736105593946556
anova_k100,0.9789029535864979,0.9816321752124149
